incident_number,short_description,category,subcategory,priority,state,opened_at,resolved_at,closed_at,assigned_to,assignment_group,opened_by,contact_type,sla_breach,satisfaction_score
INC1000130,Printer Issue - User request,Printer Issue,General,P4 - Low,Pending,2024-01-16 08:46:00,,,robert.lewis,Service Desk L1,Xander.Chen,Self-Service Portal,false,
INC1000131,Password Reset - User request,Password Reset,AD Password,P4 - Low,Closed,2024-01-13 10:05:52,2024-01-15 09:59:14,2024-01-15 10:22:14,mike.wilson,Network Team,Nathan.Park,Self-Service Portal,false,3.1
INC1000132,Security Alert - User request,Security Alert,General,P4 - Low,Closed,2024-01-23 07:30:50,2024-01-25 10:04:22,2024-01-25 10:56:22,john.smith,Service Desk L1,Tina.Thomas,Chat,false,
INC1000133,Security Alert - User request,Security Alert,General,P4 - Low,Closed,2024-01-25 18:10:38,2024-01-26 07:52:08,2024-01-26 08:40:08,emma.white,Service Desk L1,Alice.Nelson,Phone,false,4.6
INC1000134,Password Reset - User request,Password Reset,Email Password,P2 - High,Closed,2024-01-25 08:01:13,2024-01-25 08:58:40,2024-01-25 10:37:40,james.harris,Service Desk L1,Olivia.Ingram,Email,false,4.3
INC1000135,Password Reset - User request,Password Reset,Application Password,P2 - High,Closed,2024-01-01 07:44:42,2024-01-01 09:13:26,2024-01-01 09:35:26,mike.wilson,Network Team,Maria.Walsh,Email,false,5.0
INC1000136,Password Reset - User request,Password Reset,AD Password,P2 - High,Closed,2024-01-10 07:48:28,2024-01-10 08:40:14,2024-01-10 10:40:14,mike.wilson,Security Team,Iris.Quinn,Chat,false,
INC1000137,Hardware Issue - User request,Hardware Issue,Monitor,P3 - Medium,Closed,2024-01-26 08:09:09,2024-01-31 08:01:07,2024-01-31 08:49:07,anna.clark,Service Desk L2,Tina.Thomas,Email,true,1.0
INC1000138,VPN Access - User request,VPN Access,General,P3 - Medium,Closed,2024-01-23 16:21:44,2024-01-24 04:17:38,2024-01-24 05:01:38,sarah.jones,Security Team,Nathan.Xu,Phone,false,5.0
INC1000139,Network Connectivity - User request,Network Connectivity,Firewall,P2 - High,Closed,2024-01-17 15:32:50,2024-01-17 16:53:44,2024-01-17 17:11:44,john.smith,Security Team,Leo.Walsh,Phone,false,
INC1000140,Password Reset - User request,Password Reset,AD Password,P2 - High,Closed,2024-01-22 10:40:59,2024-01-22 10:57:39,2024-01-22 12:27:39,david.brown,Service Desk L1,Frank.Scott,Self-Service Portal,false,4.1
INC1000141,Printer Issue - User request,Printer Issue,General,P3 - Medium,Open,2024-01-08 13:43:13,,,james.harris,Service Desk L2,Nathan.Martin,Email,false,
INC1000142,System Performance - User request,System Performance,General,P4 - Low,Closed,2024-01-10 11:43:33,2024-01-11 04:27:57,2024-01-11 06:04:57,lisa.taylor,Service Desk L1,Iris.Ingram,Self-Service Portal,false,4.2
INC1000143,VPN Access - User request,VPN Access,General,P3 - Medium,In Progress,2024-01-20 08:33:48,,,sarah.jones,Hardware Team,Karen.Xu,Phone,false,
INC1000144,Account Unlock - User request,Account Unlock,General,P3 - Medium,Closed,2024-01-25 17:42:22,2024-01-26 08:44:31,2024-01-26 10:42:31,john.smith,Security Team,Zara.Kim,Self-Service Portal,false,1.8
INC1000145,Hardware Issue - User request,Hardware Issue,Desktop,P4 - Low,Closed,2024-01-25 16:30:03,2024-02-20 01:01:16,2024-02-20 02:43:16,john.smith,Service Desk L1,Sam.O'Brien,Phone,true,1.0
INC1000146,Password Reset - User request,Password Reset,Application Password,P3 - Medium,Closed,2024-01-12 12:31:21,2024-01-12 13:14:08,2024-01-12 13:50:08,john.smith,Network Team,Maria.Anderson,Phone,false,4.5
INC1000147,Password Reset - User request,Password Reset,VPN Password,P4 - Low,Closed,2024-01-15 18:57:20,2024-01-16 02:30:55,2024-01-16 03:29:55,john.smith,Service Desk L1,Jack.O'Brien,Email,false,4.5
INC1000148,Account Unlock - User request,Account Unlock,General,P3 - Medium,Closed,2024-01-17 10:43:08,2024-01-18 03:31:57,2024-01-18 04:15:57,sarah.jones,Service Desk L1,Yuki.Roberts,Email,false,
INC1000149,Email / Outlook - User request,Email / Outlook,Calendar issue,P1 - Critical,Closed,2024-01-04 13:41:53,2024-01-04 14:41:22,2024-01-04 15:15:22,mike.wilson,Service Desk L2,Nathan.Davis,Phone,false,
INC1000150,Network Connectivity - User request,Network Connectivity,Firewall,P2 - High,Closed,2024-01-18 08:06:31,2024-01-18 09:04:55,2024-01-18 09:24:55,lisa.taylor,Service Desk L2,Carol.Young,Phone,false,2.7
INC1000151,Network Connectivity - User request,Network Connectivity,VPN,P3 - Medium,Closed,2024-01-04 17:41:14,2024-01-04 22:06:22,2024-01-04 22:26:22,mike.wilson,Service Desk L1,Leo.Kim,Email,false,
INC1000152,Password Reset - User request,Password Reset,Application Password,P4 - Low,Reopened,2024-01-22 08:24:44,2024-01-24 10:59:23,,james.harris,Hardware Team,Tina.Martin,Phone,false,
INC1000153,Printer Issue - User request,Printer Issue,General,P4 - Low,Pending,2024-01-11 11:31:07,,,david.brown,Service Desk L2,Victor.Xu,Self-Service Portal,false,
INC1000154,Password Reset - User request,Password Reset,Email Password,P4 - Low,Closed,2024-01-22 07:52:35,2024-01-23 02:22:33,2024-01-23 02:58:33,robert.lewis,Hardware Team,Olivia.O'Brien,Phone,false,
INC1000155,Printer Issue - User request,Printer Issue,General,P4 - Low,Closed,2024-01-24 10:07:31,2024-01-24 17:00:52,2024-01-24 18:56:52,john.smith,Service Desk L2,Henry.O'Brien,Email,false,5.0
INC1000156,Software Installation - User request,Software Installation,Business App,P3 - Medium,Closed,2024-01-26 14:23:45,2024-01-26 15:58:45,2024-01-26 17:55:45,john.smith,Service Desk L1,Grace.Davis,Phone,false,4.6
INC1000157,Other - User request,Other,General,P3 - Medium,Closed,2024-01-23 15:12:45,2024-01-24 05:11:10,2024-01-24 06:41:10,john.smith,Service Desk L1,Wendy.Scott,Email,false,4.5
INC1000158,Password Reset - User request,Password Reset,VPN Password,P4 - Low,Closed,2024-01-04 09:38:38,2024-01-05 03:24:08,2024-01-05 04:22:08,robert.lewis,Service Desk L1,Grace.Thomas,Self-Service Portal,false,
INC1000159,Account Unlock - User request,Account Unlock,General,P3 - Medium,Closed,2024-01-11 21:41:11,2024-01-12 09:32:39,2024-01-12 11:00:39,john.smith,Network Team,Maria.Evans,Self-Service Portal,false,3.6
INC1000160,Password Reset - User request,Password Reset,VPN Password,P3 - Medium,Closed,2024-01-15 12:10:18,2024-01-15 15:11:44,2024-01-15 16:52:44,lisa.taylor,Service Desk L2,Zara.Vance,Phone,false,4.6
INC1000161,Software Installation - User request,Software Installation,Development Tools,P4 - Low,Closed,2024-01-03 14:12:39,2024-01-05 20:06:25,2024-01-05 21:36:25,sarah.jones,Service Desk L2,Frank.Foster,Self-Service Portal,false,1.5
INC1000162,Account Unlock - User request,Account Unlock,General,P2 - High,Closed,2024-01-01 10:35:16,2024-01-01 12:50:01,2024-01-01 13:24:01,mike.wilson,Service Desk L2,Zara.Walsh,Self-Service Portal,false,4.6
INC1000163,Software Installation - User request,Software Installation,Microsoft Office,P2 - High,Closed,2024-01-09 11:50:32,2024-01-09 13:59:47,2024-01-09 14:56:47,mike.wilson,Service Desk L1,Henry.Upton,Self-Service Portal,false,3.2
INC1000164,Email / Outlook - User request,Email / Outlook,Cannot send/receive,P4 - Low,Closed,2024-01-04 13:20:24,2024-01-06 20:55:14,2024-01-06 21:57:14,lisa.taylor,Service Desk L1,Uma.Chen,Self-Service Portal,false,2.1
INC1000165,Password Reset - User request,Password Reset,AD Password,P2 - High,Closed,2024-01-10 14:27:53,2024-01-10 16:03:59,2024-01-10 17:53:59,robert.lewis,Service Desk L1,Zara.Ingram,Self-Service Portal,false,3.9
INC1000166,Network Connectivity - User request,Network Connectivity,WiFi,P3 - Medium,Reopened,2024-01-10 17:26:24,2024-01-11 00:02:36,,mike.wilson,Network Team,Zara.Vance,Phone,false,
INC1000167,Software Installation - User request,Software Installation,Microsoft Office,P1 - Critical,Closed,2024-01-22 10:52:42,2024-01-22 11:23:32,2024-01-22 12:15:32,emma.white,Security Team,Bob.Anderson,Self-Service Portal,false,4.1
INC1000168,Email / Outlook - User request,Email / Outlook,Mailbox full,P4 - Low,Closed,2024-01-02 09:47:47,2024-01-03 01:42:59,2024-01-03 02:25:59,david.brown,Service Desk L1,Victor.Chen,Phone,false,4.3
INC1000169,Software Installation - User request,Software Installation,Business App,P3 - Medium,Closed,2024-01-22 18:22:08,2024-01-22 23:10:28,2024-01-23 00:07:28,john.smith,Service Desk L2,Henry.Zhang,Email,false,4.0
INC1000170,Password Reset - User request,Password Reset,Email Password,P3 - Medium,Closed,2024-01-25 08:23:08,2024-01-25 09:55:27,2024-01-25 10:23:27,mike.wilson,Service Desk L2,Alice.Quinn,Self-Service Portal,false,
INC1000171,Email / Outlook - User request,Email / Outlook,Calendar issue,P1 - Critical,Closed,2024-01-26 14:13:58,2024-01-26 15:03:37,2024-01-26 16:33:37,john.smith,Service Desk L2,Olivia.Foster,Email,false,2.9
INC1000172,Password Reset - User request,Password Reset,AD Password,P1 - Critical,Closed,2024-01-12 12:30:22,2024-01-12 12:43:51,2024-01-12 14:39:51,sarah.jones,Service Desk L2,Xander.Ingram,Email,false,3.8
INC1000173,Email / Outlook - User request,Email / Outlook,Cannot send/receive,P3 - Medium,Closed,2024-01-24 13:23:37,2024-01-25 10:07:55,2024-01-25 11:07:55,mike.wilson,Security Team,Quinn.Upton,Phone,false,3.1
INC1000174,Software Installation - User request,Software Installation,Microsoft Office,P2 - High,Closed,2024-01-08 10:45:52,2024-01-08 11:13:27,2024-01-08 11:54:27,emma.white,Service Desk L2,Uma.Quinn,Email,false,4.0
INC1000175,Password Reset - User request,Password Reset,Email Password,P3 - Medium,Closed,2024-01-03 07:59:11,2024-01-03 19:20:47,2024-01-03 20:02:47,emma.white,Service Desk L1,Xander.Vance,Self-Service Portal,false,1.4
INC1000176,Software Installation - User request,Software Installation,Microsoft Office,P2 - High,Closed,2024-01-03 09:24:08,2024-01-03 11:25:03,2024-01-03 12:58:03,john.smith,Security Team,Yuki.Vance,Email,false,4.5
INC1000177,VPN Access - User request,VPN Access,General,P3 - Medium,Closed,2024-01-17 16:44:33,2024-01-18 18:18:34,2024-01-18 20:10:34,emma.white,Service Desk L1,Grace.Anderson,Self-Service Portal,true,2.9
INC1000178,VPN Access - User request,VPN Access,General,P3 - Medium,Closed,2024-01-05 11:24:41,2024-01-06 03:37:31,2024-01-06 04:25:31,john.smith,Service Desk L1,Frank.Lopez,Email,false,2.4
INC1000179,Network Connectivity - User request,Network Connectivity,Firewall,P3 - Medium,Closed,2024-01-17 12:49:45,2024-01-17 22:49:48,2024-01-18 00:44:48,james.harris,Network Team,Carol.Chen,Phone,false,3.4
INC1000180,Software Installation - User request,Software Installation,Adobe Suite,P3 - Medium,Closed,2024-01-02 14:59:25,2024-01-02 23:49:52,2024-01-03 01:25:52,david.brown,Service Desk L1,Victor.Baker,Chat,false,4.9
INC1000181,Software Installation - User request,Software Installation,Adobe Suite,P3 - Medium,Closed,2024-01-11 07:17:49,2024-01-11 15:37:04,2024-01-11 17:02:04,sarah.jones,Service Desk L1,Maria.Scott,Walk-in,false,3.8
INC1000182,Password Reset - User request,Password Reset,VPN Password,P3 - Medium,Closed,2024-01-01 10:32:18,2024-01-01 11:11:47,2024-01-01 12:22:47,sarah.jones,Service Desk L2,David.Ingram,Self-Service Portal,false,5.0
INC1000183,Password Reset - User request,Password Reset,VPN Password,P3 - Medium,Closed,2024-01-10 11:14:51,2024-01-10 19:59:26,2024-01-10 20:25:26,john.smith,Service Desk L2,Xander.Vance,Phone,false,3.0
INC1000184,Other - User request,Other,General,P3 - Medium,Closed,2024-01-08 09:15:55,2024-01-09 01:38:53,2024-01-09 03:17:53,emma.white,Service Desk L1,Sam.Ingram,Chat,false,4.1
INC1000185,Network Connectivity - User request,Network Connectivity,WiFi,P2 - High,Closed,2024-01-21 10:48:36,2024-01-21 14:37:36,2024-01-21 16:31:36,robert.lewis,Service Desk L2,Leo.Thomas,Self-Service Portal,false,3.6
INC1000186,System Performance - User request,System Performance,General,P3 - Medium,Closed,2024-01-15 09:30:39,2024-01-15 13:16:41,2024-01-15 14:22:41,mike.wilson,Service Desk L1,Maria.Garcia,Phone,false,
INC1000187,Password Reset - User request,Password Reset,AD Password,P3 - Medium,Closed,2024-01-12 09:00:11,2024-01-12 11:48:52,2024-01-12 12:09:52,sarah.jones,Network Team,Leo.Roberts,Email,false,
INC1000188,Network Connectivity - User request,Network Connectivity,VPN,P4 - Low,Closed,2024-01-19 02:07:22,2024-01-20 11:38:19,2024-01-20 13:19:19,john.smith,Network Team,Uma.Evans,Email,false,4.6
INC1000189,System Performance - User request,System Performance,General,P3 - Medium,Closed,2024-01-18 10:39:36,2024-01-18 16:30:44,2024-01-18 17:35:44,david.brown,Service Desk L1,Eve.Xu,Email,false,4.3
INC1000190,Password Reset - User request,Password Reset,Application Password,P2 - High,Closed,2024-01-01 08:25:06,2024-01-01 09:49:37,2024-01-01 10:14:37,john.smith,Service Desk L2,Olivia.Upton,Phone,false,
INC1000191,Password Reset - User request,Password Reset,Application Password,P4 - Low,Closed,2024-01-09 03:42:22,2024-01-09 13:04:32,2024-01-09 14:48:32,robert.lewis,Network Team,Zara.Chen,Chat,false,3.6
INC1000192,Hardware Issue - User request,Hardware Issue,Laptop,P3 - Medium,Closed,2024-01-16 08:00:00,2024-01-17 08:19:51,2024-01-17 10:10:51,sarah.jones,Service Desk L1,Nathan.Roberts,Email,true,2.2
INC1000193,Hardware Issue - User request,Hardware Issue,Keyboard/Mouse,P2 - High,Closed,2024-01-23 15:14:16,2024-01-24 05:47:35,2024-01-24 07:25:35,james.harris,Security Team,Wendy.Thomas,Phone,true,1.0
INC1000194,Network Connectivity - User request,Network Connectivity,WiFi,P2 - High,Closed,2024-01-09 05:34:01,2024-01-09 06:42:32,2024-01-09 07:16:32,emma.white,Service Desk L1,Carol.Young,Email,false,
INC1000195,Other - User request,Other,General,P2 - High,Closed,2024-01-22 07:30:11,2024-01-22 10:26:30,2024-01-22 11:37:30,emma.white,Network Team,Frank.Upton,Phone,false,
INC1000196,Account Unlock - User request,Account Unlock,General,P2 - High,Closed,2024-01-04 09:40:19,2024-01-04 11:06:48,2024-01-04 11:56:48,david.brown,Service Desk L1,Yuki.Chen,Phone,false,5.0
INC1000197,Password Reset - User request,Password Reset,Application Password,P2 - High,Closed,2024-01-16 16:48:40,2024-01-16 17:10:27,2024-01-16 18:36:27,lisa.taylor,Service Desk L1,Peter.Walsh,Phone,false,5.0
INC1000198,Hardware Issue - User request,Hardware Issue,Keyboard/Mouse,P3 - Medium,Reopened,2024-01-23 08:11:34,2024-01-26 11:58:44,,james.harris,Service Desk L1,Xander.Foster,Phone,false,
INC1000199,Security Alert - User request,Security Alert,General,P4 - Low,Closed,2024-01-18 15:15:20,2024-01-20 08:02:01,2024-01-20 09:27:01,mike.wilson,Service Desk L1,Eve.Foster,Email,false,
INC1000200,Security Alert - User request,Security Alert,General,P3 - Medium,Reopened,2024-01-22 08:02:36,2024-01-22 13:58:17,,david.brown,Service Desk L1,Zara.Upton,Self-Service Portal,false,
INC1000201,Password Reset - User request,Password Reset,Email Password,P2 - High,Closed,2024-01-23 13:50:45,2024-01-23 14:37:13,2024-01-23 15:19:13,emma.white,Service Desk L2,Yuki.Upton,Phone,false,4.9
INC1000202,Email / Outlook - User request,Email / Outlook,Calendar issue,P2 - High,Closed,2024-01-25 16:10:50,2024-01-25 17:53:48,2024-01-25 18:53:48,john.smith,Service Desk L2,Sam.Roberts,Walk-in,false,3.8
INC1000203,Password Reset - User request,Password Reset,Email Password,P4 - Low,Closed,2024-01-18 09:28:28,2024-01-18 13:15:38,2024-01-18 14:40:38,emma.white,Service Desk L1,Henry.Ingram,Email,false,3.8
INC1000204,Printer Issue - User request,Printer Issue,General,P2 - High,Closed,2024-01-22 12:13:46,2024-01-22 13:28:15,2024-01-22 13:55:15,lisa.taylor,Service Desk L1,Nathan.Nelson,Self-Service Portal,false,4.2
INC1000205,Other - User request,Other,General,P4 - Low,Closed,2024-01-08 14:54:38,2024-01-10 09:00:43,2024-01-10 10:27:43,john.smith,Service Desk L1,Nathan.Johnson,Self-Service Portal,false,
INC1000206,Printer Issue - User request,Printer Issue,General,P1 - Critical,Closed,2024-01-15 07:36:47,2024-01-15 08:11:46,2024-01-15 09:37:46,lisa.taylor,Service Desk L1,Karen.Vance,Email,false,
INC1000207,Other - User request,Other,General,P3 - Medium,Closed,2024-01-22 10:22:12,2024-01-22 18:33:49,2024-01-22 19:44:49,sarah.jones,Service Desk L1,Tina.Evans,Self-Service Portal,false,3.5
INC1000208,System Performance - User request,System Performance,General,P3 - Medium,Closed,2024-01-05 10:51:07,2024-01-05 18:23:32,2024-01-05 20:14:32,emma.white,Service Desk L2,Frank.Baker,Self-Service Portal,false,
INC1000209,Software Installation - User request,Software Installation,Development Tools,P2 - High,Closed,2024-01-19 06:41:00,2024-01-19 09:56:50,2024-01-19 10:48:50,anna.clark,Service Desk L1,Grace.Quinn,Walk-in,false,
INC1000210,Other - User request,Other,General,P3 - Medium,Closed,2024-01-03 04:59:33,2024-01-03 12:34:17,2024-01-03 13:27:17,john.smith,Hardware Team,Henry.Evans,Email,false,
INC1000211,Software Installation - User request,Software Installation,Adobe Suite,P4 - Low,Closed,2024-01-09 07:24:33,2024-01-10 11:57:09,2024-01-10 13:29:09,sarah.jones,Service Desk L1,Yuki.Evans,Email,false,
INC1000212,VPN Access - User request,VPN Access,General,P4 - Low,Closed,2024-01-10 09:35:34,2024-01-10 19:42:50,2024-01-10 20:49:50,anna.clark,Service Desk L1,Frank.Anderson,Self-Service Portal,false,5.0
INC1000213,Account Unlock - User request,Account Unlock,General,P3 - Medium,Closed,2024-01-17 12:39:14,2024-01-17 18:09:27,2024-01-17 18:52:27,sarah.jones,Service Desk L1,Tina.Park,Email,false,
INC1000214,VPN Access - User request,VPN Access,General,P3 - Medium,Closed,2024-01-12 10:49:02,2024-01-14 02:04:48,2024-01-14 03:27:48,mike.wilson,Security Team,Quinn.Roberts,Self-Service Portal,true,1.2
INC1000215,Hardware Issue - User request,Hardware Issue,Docking Station,P2 - High,Closed,2024-01-25 11:40:03,2024-01-25 14:35:11,2024-01-25 15:27:11,emma.white,Service Desk L1,Yuki.Scott,Self-Service Portal,false,3.0
INC1000216,Other - User request,Other,General,P1 - Critical,Closed,2024-01-11 10:20:28,2024-01-11 10:51:06,2024-01-11 11:47:06,anna.clark,Security Team,Carol.Quinn,Self-Service Portal,false,3.5
INC1000217,VPN Access - User request,VPN Access,General,P4 - Low,Closed,2024-01-11 10:24:02,2024-01-15 18:15:01,2024-01-15 18:52:01,david.brown,Network Team,Alice.Thomas,Walk-in,true,1.4
INC1000218,Account Unlock - User request,Account Unlock,General,P1 - Critical,Closed,2024-01-22 16:34:51,2024-01-22 17:29:53,2024-01-22 19:00:53,lisa.taylor,Security Team,Uma.Lopez,Phone,false,
INC1000219,Password Reset - User request,Password Reset,Application Password,P2 - High,Closed,2024-01-19 09:05:03,2024-01-19 09:23:45,2024-01-19 10:36:45,emma.white,Network Team,Peter.Evans,Email,false,
INC1000220,Password Reset - User request,Password Reset,VPN Password,P3 - Medium,Closed,2024-01-19 10:33:13,2024-01-19 13:24:21,2024-01-19 14:40:21,emma.white,Service Desk L2,Quinn.Scott,Self-Service Portal,false,3.9
INC1000221,Other - User request,Other,General,P4 - Low,Closed,2024-01-09 12:31:33,2024-01-10 12:05:37,2024-01-10 12:44:37,anna.clark,Service Desk L1,Rachel.Zhang,Self-Service Portal,false,4.4
INC1000222,Email / Outlook - User request,Email / Outlook,Configuration,P2 - High,Closed,2024-01-08 13:16:50,2024-01-08 14:32:49,2024-01-08 15:37:49,emma.white,Service Desk L2,Peter.Zhang,Phone,false,4.2
