ticket_id,subject,category,priority,status,created_at,resolved_at,closed_at,assignee,team,customer,contact_channel,sla_breached,satisfaction_score
SUP-2000139,Technical Support - Acme Corp,Technical Support,Low,Closed,2024-01-13 13:34:55,2024-01-16 18:03:31,2024-01-16 18:30:31,carlos.silva,Technical Team,Acme Corp,Phone,false,7.4
SUP-2000140,Feature Request - Global Finance,Feature Request,Medium,Closed,2024-01-17 08:31:09,2024-01-20 06:08:36,2024-01-20 06:21:36,jennifer.wu,Product Team,Global Finance,Portal,false,6.5
SUP-2000141,Performance Issue - TechStart Inc,Performance Issue,Low,Closed,2024-01-01 12:13:20,2024-01-04 00:38:50,2024-01-04 01:37:50,laura.smith,Engineering,TechStart Inc,Phone,false,6.3
SUP-2000142,Technical Support - TechStart Inc,Technical Support,Low,Closed,2024-01-23 09:21:20,2024-01-27 02:19:32,2024-01-27 03:15:32,carlos.silva,Technical Team,TechStart Inc,Phone,false,5.4
SUP-2000143,Integration Problem - UniServices,Integration Problem,High,Closed,2024-01-10 11:30:15,2024-01-10 17:28:09,2024-01-10 18:23:09,jennifer.wu,Integration Team,UniServices,Phone,false,7.0
SUP-2000144,Account Management - Global Finance,Account Management,High,Escalated,2024-01-03 12:49:08,2024-01-04 00:47:20,,ryan.kim,Account Team,Global Finance,Portal,false,
SUP-2000145,Billing Issue - RetailCo,Billing Issue,Medium,Closed,2024-01-17 10:47:01,2024-01-19 08:14:30,2024-01-19 08:40:30,laura.smith,Finance Support,RetailCo,Chat,false,7.6
SUP-2000146,Technical Support - Individual,Technical Support,High,Reopened,2024-01-01 08:10:34,2024-01-01 16:50:09,,carlos.silva,Technical Team,Individual,Phone,false,
SUP-2000147,Technical Support - Global Finance,Technical Support,Critical,Closed,2024-01-06 14:38:31,2024-01-06 18:46:14,2024-01-06 18:58:14,laura.smith,Technical Team,Global Finance,Portal,true,
SUP-2000148,Technical Support - StartupXYZ,Technical Support,Medium,Closed,2024-01-26 10:22:52,2024-01-27 02:23:43,2024-01-27 02:36:43,maya.patel,Technical Team,StartupXYZ,Chat,false,
SUP-2000149,Billing Issue - Global Finance,Billing Issue,High,Closed,2024-01-23 15:09:33,2024-01-23 17:29:32,2024-01-23 17:39:32,alex.chen,Finance Support,Global Finance,Portal,false,7.5
SUP-2000150,Technical Support - Global Finance,Technical Support,Medium,Closed,2024-01-04 09:02:30,2024-01-07 18:53:38,2024-01-07 19:52:38,maya.patel,Technical Team,Global Finance,Portal,false,5.9
SUP-2000151,Feature Request - TechStart Inc,Feature Request,Medium,Closed,2024-01-17 14:53:31,2024-01-20 23:57:21,2024-01-21 00:55:21,laura.smith,Product Team,TechStart Inc,Email,false,7.2
SUP-2000152,Billing Issue - Global Finance,Billing Issue,Critical,Escalated,2024-01-25 03:51:27,2024-01-25 11:11:01,,laura.smith,Finance Support,Global Finance,Phone,false,
SUP-2000153,Account Management - MedGroup,Account Management,Medium,Closed,2024-01-09 13:00:14,2024-01-10 03:41:34,2024-01-10 04:07:34,maya.patel,Account Team,MedGroup,Email,false,6.1
SUP-2000154,Technical Support - Acme Corp,Technical Support,High,Closed,2024-01-19 14:31:04,2024-01-19 21:59:44,2024-01-19 22:32:44,carlos.silva,Technical Team,Acme Corp,Portal,false,6.3
SUP-2000155,Data Export/Import - StartupXYZ,Data Export/Import,Low,Closed,2024-01-16 11:50:11,2024-01-19 14:01:11,2024-01-19 14:08:11,laura.smith,Technical Team,StartupXYZ,Email,false,8.4
SUP-2000156,Account Management - TechStart Inc,Account Management,Medium,Closed,2024-01-23 22:06:00,2024-01-27 04:58:58,2024-01-27 05:19:58,thomas.berg,Account Team,TechStart Inc,Chat,false,6.5
SUP-2000157,Integration Problem - Acme Corp,Integration Problem,Low,Closed,2024-01-01 13:24:22,2024-01-04 20:02:20,2024-01-04 20:36:20,maya.patel,Integration Team,Acme Corp,Chat,false,5.3
SUP-2000158,Technical Support - Global Finance,Technical Support,Medium,Closed,2024-01-04 10:55:05,2024-01-08 13:26:46,2024-01-08 14:25:46,ryan.kim,Technical Team,Global Finance,Email,true,4.3
SUP-2000159,Data Export/Import - TechStart Inc,Data Export/Import,Low,Closed,2024-01-16 16:09:06,2024-01-26 08:27:59,2024-01-26 08:37:59,laura.smith,Technical Team,TechStart Inc,Portal,false,7.5
SUP-2000160,Technical Support - TechStart Inc,Technical Support,High,Closed,2024-01-26 15:47:08,2024-01-27 07:14:03,2024-01-27 08:07:03,jennifer.wu,Technical Team,TechStart Inc,Chat,false,
SUP-2000161,Technical Support - MedGroup,Technical Support,Medium,Closed,2024-01-25 13:34:58,2024-01-27 03:28:28,2024-01-27 04:10:28,jennifer.wu,Technical Team,MedGroup,Email,false,5.9
SUP-2000162,Billing Issue - Acme Corp,Billing Issue,Medium,Closed,2024-01-11 12:35:40,2024-01-13 20:01:51,2024-01-13 20:47:51,carlos.silva,Finance Support,Acme Corp,Portal,false,4.8
SUP-2000163,Billing Issue - MedGroup,Billing Issue,Medium,Reopened,2024-01-05 21:25:24,2024-01-07 11:16:57,,thomas.berg,Finance Support,MedGroup,Email,false,
SUP-2000164,Feature Request - UniServices,Feature Request,Medium,Closed,2024-01-09 09:13:41,2024-01-12 17:13:31,2024-01-12 18:00:31,carlos.silva,Product Team,UniServices,Portal,false,6.9
SUP-2000165,Technical Support - TechStart Inc,Technical Support,Medium,Closed,2024-01-23 11:39:45,2024-01-24 02:43:35,2024-01-24 03:13:35,alex.chen,Technical Team,TechStart Inc,Email,false,
SUP-2000166,Account Management - TechStart Inc,Account Management,High,Closed,2024-01-03 09:11:48,2024-01-03 11:57:57,2024-01-03 12:35:57,maya.patel,Account Team,TechStart Inc,Email,false,8.2
SUP-2000167,Billing Issue - Global Finance,Billing Issue,Critical,Escalated,2024-01-11 12:56:21,2024-01-11 15:27:13,,carlos.silva,Finance Support,Global Finance,Portal,false,
SUP-2000168,Feature Request - RetailCo,Feature Request,High,Closed,2024-01-16 11:36:55,2024-01-17 03:44:26,2024-01-17 04:04:26,sofia.moreau,Product Team,RetailCo,Chat,false,7.3
SUP-2000169,Performance Issue - Acme Corp,Performance Issue,Low,Closed,2024-01-15 13:42:34,2024-02-09 20:02:48,2024-02-09 20:37:48,laura.smith,Engineering,Acme Corp,Portal,true,7.4
SUP-2000170,Technical Support - RetailCo,Technical Support,High,Closed,2024-01-08 12:46:15,2024-01-09 02:27:15,2024-01-09 02:39:15,carlos.silva,Technical Team,RetailCo,Chat,false,6.2
SUP-2000171,Billing Issue - Acme Corp,Billing Issue,Medium,Reopened,2024-01-22 09:24:09,2024-01-23 18:45:43,,carlos.silva,Finance Support,Acme Corp,Phone,false,
SUP-2000172,Technical Support - MedGroup,Technical Support,Low,Closed,2024-01-18 10:57:09,2024-01-24 02:01:23,2024-01-24 02:25:23,sofia.moreau,Technical Team,MedGroup,Phone,false,7.0
SUP-2000173,Technical Support - Global Finance,Technical Support,Critical,Closed,2024-01-12 16:56:40,2024-01-12 20:01:54,2024-01-12 20:40:54,laura.smith,Technical Team,Global Finance,Email,false,7.5
SUP-2000174,Billing Issue - StartupXYZ,Billing Issue,High,Closed,2024-01-03 12:38:18,2024-01-03 17:55:04,2024-01-03 18:01:04,alex.chen,Finance Support,StartupXYZ,Chat,false,7.6
SUP-2000175,Billing Issue - Acme Corp,Billing Issue,Medium,Closed,2024-01-22 09:19:42,2024-01-23 16:59:12,2024-01-23 17:39:12,jennifer.wu,Finance Support,Acme Corp,Chat,false,7.1
SUP-2000176,Technical Support - UniServices,Technical Support,Low,Closed,2024-01-23 13:25:26,2024-01-24 06:35:18,2024-01-24 07:04:18,maya.patel,Technical Team,UniServices,Chat,false,
SUP-2000177,Integration Problem - RetailCo,Integration Problem,Medium,Closed,2024-01-12 14:02:01,2024-01-14 07:53:20,2024-01-14 08:52:20,laura.smith,Integration Team,RetailCo,Email,false,6.7
SUP-2000178,Feature Request - UniServices,Feature Request,High,Closed,2024-01-19 09:04:27,2024-01-21 15:10:14,2024-01-21 15:41:14,ryan.kim,Product Team,UniServices,Portal,true,7.6
SUP-2000179,Integration Problem - Acme Corp,Integration Problem,Low,Closed,2024-01-19 13:23:29,2024-02-05 23:35:30,2024-02-06 00:26:30,maya.patel,Integration Team,Acme Corp,Phone,true,6.0
SUP-2000180,Data Export/Import - TechStart Inc,Data Export/Import,Low,Escalated,2024-01-24 13:02:42,2024-01-27 13:24:26,,maya.patel,Technical Team,TechStart Inc,Portal,false,
SUP-2000181,Billing Issue - MedGroup,Billing Issue,High,Closed,2024-01-10 16:14:25,2024-01-11 03:51:35,2024-01-11 03:58:35,alex.chen,Finance Support,MedGroup,Portal,false,7.4
SUP-2000182,Billing Issue - TechStart Inc,Billing Issue,Medium,Closed,2024-01-18 10:09:06,2024-01-19 10:53:32,2024-01-19 11:21:32,sofia.moreau,Finance Support,TechStart Inc,Chat,false,6.9
SUP-2000183,Data Export/Import - MedGroup,Data Export/Import,Medium,Closed,2024-01-08 12:10:03,2024-01-08 19:32:01,2024-01-08 20:13:01,sofia.moreau,Technical Team,MedGroup,Chat,false,7.1
SUP-2000184,Billing Issue - RetailCo,Billing Issue,Critical,Closed,2024-01-15 10:01:41,2024-01-15 10:52:39,2024-01-15 11:21:39,laura.smith,Finance Support,RetailCo,Phone,false,6.9
SUP-2000185,Integration Problem - Acme Corp,Integration Problem,Low,Closed,2024-01-23 16:25:56,2024-02-01 20:47:35,2024-02-01 20:53:35,jennifer.wu,Integration Team,Acme Corp,Phone,false,
SUP-2000186,Feature Request - Acme Corp,Feature Request,Medium,Reopened,2024-01-01 12:32:37,2024-01-06 03:42:32,,carlos.silva,Product Team,Acme Corp,Email,false,
SUP-2000187,Feature Request - TechStart Inc,Feature Request,Low,Closed,2024-01-10 11:44:16,2024-01-12 16:16:28,2024-01-12 16:34:28,carlos.silva,Product Team,TechStart Inc,Chat,false,6.6
SUP-2000188,Feature Request - MedGroup,Feature Request,Medium,Closed,2024-01-18 13:26:19,2024-01-20 06:13:56,2024-01-20 07:05:56,alex.chen,Product Team,MedGroup,Chat,false,4.8
SUP-2000189,Technical Support - TechStart Inc,Technical Support,High,Closed,2024-01-16 11:44:37,2024-01-17 03:12:54,2024-01-17 03:43:54,carlos.silva,Technical Team,TechStart Inc,Chat,false,6.8
SUP-2000190,Data Export/Import - UniServices,Data Export/Import,Critical,Closed,2024-01-02 13:26:42,2024-01-02 14:51:56,2024-01-02 15:03:56,maya.patel,Technical Team,UniServices,Portal,false,6.2
SUP-2000191,Billing Issue - MedGroup,Billing Issue,Medium,Closed,2024-01-22 12:41:48,2024-01-25 12:20:47,2024-01-25 12:45:47,maya.patel,Finance Support,MedGroup,Phone,false,
SUP-2000192,Data Export/Import - UniServices,Data Export/Import,Medium,Closed,2024-01-24 10:19:47,2024-01-25 04:05:39,2024-01-25 04:52:39,alex.chen,Technical Team,UniServices,Chat,false,
SUP-2000193,Data Export/Import - CityCouncil,Data Export/Import,Medium,Closed,2024-01-27 08:35:35,2024-01-27 19:25:18,2024-01-27 20:12:18,alex.chen,Technical Team,CityCouncil,Email,false,6.8
SUP-2000194,Data Export/Import - Global Finance,Data Export/Import,Medium,Reopened,2024-01-05 13:09:20,2024-01-09 10:48:24,,sofia.moreau,Technical Team,Global Finance,Email,false,
SUP-2000195,Data Export/Import - RetailCo,Data Export/Import,Low,Closed,2024-01-19 15:29:04,2024-01-30 15:37:36,2024-01-30 15:46:36,thomas.berg,Technical Team,RetailCo,Portal,true,6.3
SUP-2000196,Technical Support - Global Finance,Technical Support,Low,Escalated,2024-01-15 08:49:40,2024-01-22 06:16:26,,maya.patel,Technical Team,Global Finance,Email,false,
SUP-2000197,Feature Request - Acme Corp,Feature Request,Critical,Escalated,2024-01-03 15:37:40,2024-01-03 19:01:58,,ryan.kim,Product Team,Acme Corp,Portal,false,
SUP-2000198,Technical Support - UniServices,Technical Support,Medium,Closed,2024-01-12 13:52:54,2024-01-13 04:03:28,2024-01-13 04:35:28,laura.smith,Technical Team,UniServices,Email,false,6.5
SUP-2000199,Integration Problem - TechStart Inc,Integration Problem,Medium,Closed,2024-01-23 14:56:18,2024-01-25 13:44:36,2024-01-25 14:32:36,alex.chen,Integration Team,TechStart Inc,Phone,false,
SUP-2000200,Account Management - Global Finance,Account Management,Medium,Closed,2024-01-15 14:40:44,2024-01-17 20:18:52,2024-01-17 20:56:52,alex.chen,Account Team,Global Finance,Email,false,5.7
SUP-2000201,Technical Support - Global Finance,Technical Support,Low,Closed,2024-01-01 10:45:48,2024-01-07 07:40:44,2024-01-07 08:06:44,sofia.moreau,Technical Team,Global Finance,Phone,false,
SUP-2000202,Feature Request - CityCouncil,Feature Request,High,Reopened,2024-01-15 15:17:45,2024-01-17 13:35:38,,ryan.kim,Product Team,CityCouncil,Phone,false,
SUP-2000203,Integration Problem - Acme Corp,Integration Problem,Low,Closed,2024-01-22 13:48:53,2024-01-24 10:48:38,2024-01-24 11:44:38,sofia.moreau,Integration Team,Acme Corp,Chat,false,
SUP-2000204,Technical Support - Acme Corp,Technical Support,High,Closed,2024-01-15 11:55:06,2024-01-15 21:11:53,2024-01-15 21:59:53,jennifer.wu,Technical Team,Acme Corp,Chat,false,7.5
SUP-2000205,Integration Problem - RetailCo,Integration Problem,High,Closed,2024-01-16 00:28:24,2024-01-16 07:50:53,2024-01-16 08:24:53,alex.chen,Integration Team,RetailCo,Portal,false,
SUP-2000206,Billing Issue - Global Finance,Billing Issue,Low,Reopened,2024-01-18 12:03:27,2024-02-04 08:54:55,,carlos.silva,Finance Support,Global Finance,Phone,false,
SUP-2000207,Billing Issue - TechStart Inc,Billing Issue,Medium,Reopened,2024-01-01 13:57:54,2024-01-02 17:32:40,,carlos.silva,Finance Support,TechStart Inc,Email,false,
SUP-2000208,Feature Request - TechStart Inc,Feature Request,Low,Closed,2024-01-18 08:58:12,2024-01-20 11:35:17,2024-01-20 12:14:17,maya.patel,Product Team,TechStart Inc,Email,false,7.7
SUP-2000209,Feature Request - TechStart Inc,Feature Request,Low,Closed,2024-01-03 13:39:52,2024-01-17 10:09:42,2024-01-17 11:08:42,ryan.kim,Product Team,TechStart Inc,Email,true,7.4
SUP-2000210,Data Export/Import - UniServices,Data Export/Import,Medium,Closed,2024-01-02 20:30:33,2024-01-03 14:59:23,2024-01-03 15:12:23,alex.chen,Technical Team,UniServices,Phone,false,8.6
SUP-2000211,Feature Request - TechStart Inc,Feature Request,High,Closed,2024-01-05 13:02:44,2024-01-06 20:11:01,2024-01-06 20:42:01,thomas.berg,Product Team,TechStart Inc,Portal,true,4.0
SUP-2000212,Performance Issue - Acme Corp,Performance Issue,Medium,Closed,2024-01-16 10:58:08,2024-01-21 09:01:38,2024-01-21 09:55:38,carlos.silva,Engineering,Acme Corp,Email,true,5.7
SUP-2000213,Account Management - Acme Corp,Account Management,Critical,Closed,2024-01-09 09:32:15,2024-01-09 10:26:16,2024-01-09 10:51:16,alex.chen,Account Team,Acme Corp,Portal,false,6.7
SUP-2000214,Feature Request - Acme Corp,Feature Request,Medium,Closed,2024-01-24 11:03:11,2024-01-25 00:14:25,2024-01-25 01:01:25,jennifer.wu,Product Team,Acme Corp,Phone,false,4.3
SUP-2000215,Data Export/Import - MedGroup,Data Export/Import,Medium,Closed,2024-01-18 16:01:49,2024-01-23 02:16:03,2024-01-23 02:35:03,laura.smith,Technical Team,MedGroup,Portal,true,
SUP-2000216,Integration Problem - RetailCo,Integration Problem,Low,Closed,2024-01-22 13:04:15,2024-01-27 10:54:12,2024-01-27 11:34:12,jennifer.wu,Integration Team,RetailCo,Chat,false,6.6
SUP-2000217,Billing Issue - Acme Corp,Billing Issue,High,Reopened,2024-01-23 09:56:47,2024-01-24 03:55:00,,ryan.kim,Finance Support,Acme Corp,Phone,false,
SUP-2000218,Billing Issue - RetailCo,Billing Issue,High,Reopened,2024-01-01 10:40:32,2024-01-01 17:15:05,,alex.chen,Finance Support,RetailCo,Portal,false,
SUP-2000219,Billing Issue - Global Finance,Billing Issue,High,Closed,2024-01-16 15:17:22,2024-01-17 02:32:35,2024-01-17 03:26:35,thomas.berg,Finance Support,Global Finance,Chat,false,
SUP-2000220,Billing Issue - Acme Corp,Billing Issue,Medium,Closed,2024-01-26 09:39:40,2024-01-29 00:00:05,2024-01-29 00:06:05,laura.smith,Finance Support,Acme Corp,Portal,false,
SUP-2000221,Billing Issue - Acme Corp,Billing Issue,Medium,Closed,2024-01-25 15:36:01,2024-01-25 21:07:48,2024-01-25 21:29:48,maya.patel,Finance Support,Acme Corp,Chat,false,6.3
SUP-2000222,Billing Issue - StartupXYZ,Billing Issue,Low,Closed,2024-01-16 10:03:46,2024-01-20 19:42:50,2024-01-20 20:00:50,carlos.silva,Finance Support,StartupXYZ,Email,false,7.6
SUP-2000223,Billing Issue - Individual,Billing Issue,Medium,Closed,2024-01-26 10:22:28,2024-01-27 15:06:13,2024-01-27 15:25:13,maya.patel,Finance Support,Individual,Portal,false,7.4
SUP-2000224,Integration Problem - CityCouncil,Integration Problem,Medium,Closed,2024-01-12 15:30:21,2024-01-13 10:23:56,2024-01-13 11:20:56,laura.smith,Integration Team,CityCouncil,Email,false,7.0
SUP-2000225,Technical Support - MedGroup,Technical Support,High,Closed,2024-01-22 13:18:31,2024-01-23 06:56:49,2024-01-23 07:25:49,sofia.moreau,Technical Team,MedGroup,Phone,false,
SUP-2000226,Data Export/Import - Acme Corp,Data Export/Import,Medium,Closed,2024-01-18 10:49:28,2024-01-18 20:54:38,2024-01-18 21:51:38,alex.chen,Technical Team,Acme Corp,Chat,false,
SUP-2000227,Feature Request - RetailCo,Feature Request,High,Closed,2024-01-12 08:51:52,2024-01-12 22:24:10,2024-01-12 22:34:10,jennifer.wu,Product Team,RetailCo,Chat,false,
SUP-2000228,Technical Support - StartupXYZ,Technical Support,Medium,Closed,2024-01-11 13:19:49,2024-01-12 06:26:48,2024-01-12 07:06:48,laura.smith,Technical Team,StartupXYZ,Portal,false,7.3
SUP-2000229,Feature Request - Acme Corp,Feature Request,High,Escalated,2024-01-11 09:26:34,2024-01-12 04:26:52,,sofia.moreau,Product Team,Acme Corp,Phone,false,
SUP-2000230,Billing Issue - UniServices,Billing Issue,Low,Closed,2024-01-05 11:07:01,2024-01-10 09:31:58,2024-01-10 10:27:58,jennifer.wu,Finance Support,UniServices,Phone,false,8.0
SUP-2000231,Feature Request - CityCouncil,Feature Request,High,Closed,2024-01-22 09:56:57,2024-01-22 15:02:56,2024-01-22 15:15:56,laura.smith,Product Team,CityCouncil,Email,false,6.5
SUP-2000232,Account Management - Acme Corp,Account Management,High,Closed,2024-01-11 08:57:17,2024-01-11 21:28:22,2024-01-11 21:53:22,laura.smith,Account Team,Acme Corp,Phone,false,7.4
SUP-2000233,Account Management - Acme Corp,Account Management,Medium,Closed,2024-01-02 15:42:26,2024-01-04 15:37:18,2024-01-04 16:30:18,laura.smith,Account Team,Acme Corp,Portal,false,6.4
SUP-2000234,Technical Support - RetailCo,Technical Support,High,Reopened,2024-01-16 14:51:08,2024-01-17 02:17:30,,alex.chen,Technical Team,RetailCo,Chat,false,
SUP-2000235,Account Management - Individual,Account Management,Medium,Closed,2024-01-08 21:55:28,2024-01-09 12:13:42,2024-01-09 12:39:42,sofia.moreau,Account Team,Individual,Phone,false,7.2
SUP-2000236,Billing Issue - Individual,Billing Issue,High,Closed,2024-01-05 16:01:06,2024-01-05 18:15:12,2024-01-05 19:00:12,maya.patel,Finance Support,Individual,Email,false,
SUP-2000237,Performance Issue - TechStart Inc,Performance Issue,Medium,Escalated,2024-01-10 12:54:55,2024-01-11 04:30:56,,carlos.silva,Engineering,TechStart Inc,Portal,false,
SUP-2000238,Data Export/Import - MedGroup,Data Export/Import,Medium,Reopened,2024-01-23 03:22:16,2024-01-24 23:59:16,,thomas.berg,Technical Team,MedGroup,Phone,false,
SUP-2000239,Billing Issue - UniServices,Billing Issue,Medium,Closed,2024-01-04 15:28:15,2024-01-05 21:44:43,2024-01-05 22:27:43,thomas.berg,Finance Support,UniServices,Portal,false,6.1
SUP-2000240,Feature Request - RetailCo,Feature Request,High,Closed,2024-01-16 12:28:11,2024-01-17 11:14:16,2024-01-17 11:42:16,alex.chen,Product Team,RetailCo,Phone,false,6.2
SUP-2000241,Account Management - RetailCo,Account Management,Low,Closed,2024-01-09 10:32:28,2024-01-10 19:29:44,2024-01-10 19:41:44,ryan.kim,Account Team,RetailCo,Email,false,6.0
SUP-2000242,Performance Issue - CityCouncil,Performance Issue,High,Closed,2024-01-19 12:06:59,2024-01-20 05:58:35,2024-01-20 06:41:35,maya.patel,Engineering,CityCouncil,Chat,false,6.7
SUP-2000243,Account Management - RetailCo,Account Management,Critical,Closed,2024-01-02 08:42:31,2024-01-02 10:13:38,2024-01-02 11:05:38,alex.chen,Account Team,RetailCo,Chat,false,
SUP-2000244,Data Export/Import - CityCouncil,Data Export/Import,High,Closed,2024-01-05 15:11:50,2024-01-05 21:40:41,2024-01-05 22:15:41,jennifer.wu,Technical Team,CityCouncil,Portal,false,7.5
